BOROUGH,HOPE Area,Team Number,Needs NYPD?,Hard to Reach,Park,Station,Route,End of Line,Precinct,Training Site,
X,491,5,,,,,,,41,Hostos
X,510,HTR,HTR,1,,,,,41,Hostos
X,464,19,YES,,,,,,44,Hostos
X,467,18,YES,,,,,,44,Hostos
X,468,17,YES,,,,,,44,Hostos
X,469,18,YES,,,,,,44,Hostos
X,470,18,YES,,,,,,44,Hostos
X,472,17,YES,,,,,,44,Hostos
X,473,17,YES,,,,,,44,Hostos
X,477,16,,,,,,,44,Hostos
X,525,15,,,,,,,44,Hostos
X,526,15,,,,,,,44,Hostos
X,527,16,,,,,,,44,Hostos
X,528,16,,,,,,,44,Hostos
X,529,12,,,,,,,44,Hostos
X,530,12,,,,,,,44,Hostos
X,532,14,,,,,,,44,Hostos
X,535,19,YES,,,,,,44,Hostos
X,537,19,,,,,,,44,Hostos
X,538,14,,,1,,,,44,Hostos
X,542,20,,,,,,,44,Hostos
X,546,11,,,,,,,44,Hostos
X,548,11,,,,,,,44,Hostos
X,550,20,,,,,,,44,Hostos
X,551,13,YES,,,,,,44,Hostos
X,553,13,YES,,,,,,44,Hostos
X,743,13,,,,,,,44,Hostos
T,219,14,,,,161 St - Yankee Stadium,B-D,,44,Hostos
T,389,14,,,,161 St - Yankee Stadium,4,,44,Hostos
X,685,12,YES,,,,,,50,Lehman
X,687,13,YES,,,,,,50,Lehman
X,688,14,YES,,,,,,50,Lehman
X,689,13,YES,,,,,,50,Lehman
X,690,13,YES,,,,,,50,Lehman
X,705,14,YES,,,,,,50,Lehman
X,706,14,YES,,,,,,50,Lehman
X,710,5,,,,,,,50,Lehman
X,711,2,,,,,,,50,Lehman
X,712,2,YES,,,,,,50,Lehman
X,714,5,,,,,,,50,Lehman
X,715,6,,,,,,,50,Lehman
X,754,15,YES,,,,,,50,Lehman
X,758,15,YES,,,,,,50,Lehman
X,776,15,,,,,,,50,Lehman
X,781,6,,,,,,,50,Lehman
X,880,HTR,YES,1,,,,,50,Lehman
X,881,HTR,HTR,1,,,,,50,Lehman
T,293,EOL,,,,Van Cortlandt Park - 242 St,1,1,50,Lehman
X,432,4,YES,,,,,,52,Lehman
X,447,4,,,,,,,52,Lehman
X,452,4,,,,,,,52,Lehman
X,454,3,YES,,,,,,52,Lehman
X,455,3,YES,,,,,,52,Lehman
X,561,3,,,,,,,52,Lehman
X,655,9,,,,,,,52,Lehman
X,656,9,,,,,,,52,Lehman
X,658,10,,,,,,,52,Lehman
X,660,10,,,,,,,52,Lehman
X,664,11,,,,,,,52,Lehman
X,717,1,YES,,,,,,52,Lehman
X,721,1,,,,,,,52,Lehman
X,725,1,,,,,,,52,Lehman
X,890,HTR,,1,,,,,52,Lehman
X,894,HTR,,1,,,,,52,Lehman
X,903,8,,,,,,,52,Lehman
X,904,11,,,,,,,52,Lehman
T,378,11,,,,Woodlawn,4,,52,Lehman
T,382,3,,,,Fordham Rd,4,,52,Lehman
X,2,8,YES,,,,,,43,PS/IS194
X,17,9,,,,,,,43,PS/IS194
X,25,8,YES,,,CASTLE HILL,,,43,PS/IS194
X,34,HTR,,1,,,,,43,PS/IS194
X,35,10,,,,,,,43,PS/IS194
X,65,11,YES,,,,,,43,PS/IS194
X,72,11,YES,,,BRONX RIVER,,,43,PS/IS194
X,77,9,,,,,,,43,PS/IS194
X,96,12,,,,,,,43,PS/IS194
X,504,10,,,,,,,43,PS/IS194
X,797,HTR,YES,1,,,,,43,PS/IS194
X,93,12,,,,,,,45,PS/IS194
X,588,5,,,,,,,45,PS/IS194
X,593,5,YES,,,,,,45,PS/IS194
X,615,4,,,,,,,45,PS/IS194
X,634,7,,,,,,,45,PS/IS194
X,635,7,,,,,,,45,PS/IS194
X,637,7,,,,,,,45,PS/IS194
X,638,7,,,,,,,45,PS/IS194
X,649,6,,,,,,,45,PS/IS194
X,828,2,,,,,,,45,PS/IS194
X,832,1,,,,,,,45,PS/IS194
X,838,4,,,,,,,45,PS/IS194
X,839,4,,,,,,,45,PS/IS194
X,843,1,,,,,,,45,PS/IS194
X,858,HTR,YES,1,,,,,45,PS/IS194
X,862,2,YES,,,,,,45,PS/IS194
X,863,2,YES,,,,,,45,PS/IS194
T,360,EOL,,,,Pelham Bay Park,6,1,45,PS/IS194
T,365,12,,,,Castle Hill Av,6,,45,PS/IS194
X,217,2,,,,,,,47,PS16
X,218,2,,,,,,,47,PS16
X,221,4,,,,,,,47,PS16
X,222,4,,,,,,,47,PS16
X,227,2,,,,,,,47,PS16
X,232,3,YES,,,,,,47,PS16
X,236,3,YES,,,,,,47,PS16
X,239,3,YES,,,,,,47,PS16
X,254,5,YES,,,,,,47,PS16
X,271,1,YES,,,,,,47,PS16
X,277,5,,,,,,,47,PS16
X,286,6,YES,,,,,,47,PS16
X,288,6,,,,,,,47,PS16
X,293,6,YES,,,,,,47,PS16
X,295,5,YES,,,,,,47,PS16
X,303,5,,,,,,,47,PS16
X,836,1,YES,,,,,,47,PS16
T,416,6,,,,Wakefield - 241 St,2,,47,PS16
T,417,6,,,,Nereid Av,2-5,,47,PS16
T,421,2,,,,Gun Hill Rd,2-5,,47,PS16
T,442,1,,,,Eastchester - Dyre Av,5,,47,PS16
M,1,1,NO,,,,,,1,MN,#REF!,
M,3,2,NO,,,,,,1,MN,#REF!,
M,15,2,NO,,,,,,1,MN,#REF!,
M,16,2,NO,,,,,,1,MN,#REF!,
T,23,2,,,,Whitehall St - South Ferry,R,,1,T,#REF!,
T,330,2,,,,South Ferry,1,,1,T,#REF!,
M,4,3,YES,,,,,,1,MN,#REF!,
M,6,3,NO,,,,,,1,MN,#REF!,
T,107,3,,,,Broad St,J-Z,,1,T,#REF!,
T,414,3,,,,Bowling Green,4-5,,1,T,#REF!,
M,5,4,NO,,,,,,1,MN,#REF!,
M,8,4,NO,,,,,,1,MN,#REF!,
M,13,4,NO,,,,,,1,MN,#REF!,
T,329,4,,,,Rector St,1,,1,T,#REF!,
M,9,5,NO,,,,,,1,MN,#REF!,
M,12,5,NO,,,,,,1,MN,#REF!,
T,333,5,,,,Wall St,2-3,,1,T,#REF!,
T,413,5,,,,Wall St,4-5,,1,T,#REF!,
M,31,6,NO,,,,,,1,MN,#REF!,
M,32,6,NO,,,,,,1,MN,#REF!,
M,51,6,NO,,,,,,1,MN,#REF!,
T,327,6,,,,Chambers St,1-2-3,,1,T,#REF!,
M,20,7,NO,,,,,,1,MN,#REF!,
M,24,7,NO,,,,,,1,MN,#REF!,
T,172,7,,,,Broadway - Nassau St,A-C,,1,T,#REF!,
T,412,7,,,,Fulton St,4-5,,1,T,#REF!,
M,25,8,NO,,,,,,1,MN,#REF!,
M,28,8,NO,,,,,,1,MN,#REF!,
T,170,8,,,,Chambers St,A-C,,1,T,#REF!,
T,171,8,,,,World Trade Center,E,,1,T,#REF!,
T,331,8,,,,Park Pl,2-3,,1,T,#REF!,
T,20,9,,,,City Hall,R,,1,T,#REF!,
M,27,9,NO,,,,,,1,MN,#REF!,
T,411,9,,,,Brooklyn Bridge - City Hall,4-5-6,,1,T,#REF!,
M,29,10,NO,,,,,,1,MN,#REF!,
M,33,10,NO,,,,,,1,MN,#REF!,
M,78,21,NO,,,,,,1,MN,#REF!,
M,82,21,NO,,,,,,1,MN,#REF!,
M,101,21,NO,,,,,,1,MN,#REF!,
T,169,21,,,,Canal St,A-C-E,,1,T,#REF!,
T,325,21,,,,Canal St,1,,1,T,#REF!,
M,100,22,NO,,,,,,1,MN,#REF!,
M,102,22,NO,,,,,,1,MN,#REF!,
M,103,22,NO,,,,,,1,MN,#REF!,
M,136,22,NO,,,,,,1,MN,#REF!,
M,83,23,NO,,,,,,1,MN,#REF!,
M,98,23,NO,,,,,,1,MN,#REF!,
M,99,23,NO,,,,,,1,MN,#REF!,
M,38,9,NO,,,,,,5,MN,#REF!,
T,105,9,,,,Chambers St,J-Z,,5,T,#REF!,
M,37,10,NO,,,,,,5,MN,#REF!,
M,35,11,NO,,,,,,5,MN,#REF!,
M,36,11,NO,,,,,,5,MN,#REF!,
M,40,11,NO,,,,,,5,MN,#REF!,
M,42,11,NO,,,,,,5,MN,#REF!,
M,43,12,NO,,,,,,5,MN,#REF!,
M,44,15,NO,,,,,,5,MN,#REF!,
M,46,15,YES,,,,,,5,MN,#REF!,
M,94,17,YES,,,,,,5,MN,#REF!,
T,103,17,,,,Bowery,J-Z,,5,T,#REF!,
M,115,17,YES,,,,,,5,MN,#REF!,
T,231,17,,,,Grand St,B-D,,5,T,#REF!,
M,77,18,NO,,,,,,5,MN,#REF!,
M,95,18,NO,,,,,,5,MN,#REF!,
M,112,18,NO,,,,,,5,MN,#REF!,
T,232,18,,,,2 Av,F-M,,5,T,#REF!,
M,72,19,NO,,,,,,5,MN,#REF!,
M,76,19,NO,,,,,,5,MN,#REF!,
T,17,20,,,,Prince St,N-R,,5,T,#REF!,
M,79,20,NO,,,,,,5,MN,#REF!,
M,96,20,NO,,,,,,5,MN,#REF!,
M,97,20,NO,,,,,,5,MN,#REF!,
T,409,20,,,,Spring St,6,,5,T,#REF!,
T,18,24,,,,Canal St,R,,5,T,#REF!,
T,19,24,,,,Canal St,N-Q,,5,T,#REF!,
T,104,24,,,,Canal St,J-Z,,5,T,#REF!,
T,410,24,,,,Canal St,6,,5,T,#REF!,
M,108,7,NO,,,,,,6,MN,#REF!,
M,133,8,NO,,,,,,6,MN,#REF!,
M,107,9,NO,,,,,,6,MN,#REF!,
M,134,9,NO,,,,,,6,MN,#REF!,
M,145,9,NO,,,,,,6,MN,#REF!,
T,167,9,NO,,,W 4 St - Wash Sq,A-B-C-D-E-F-M,,6,T,#REF!,
M,132,10,NO,,,,,,6,MN,#REF!,
M,152,10,NO,,,,,,6,MN,#REF!,
M,153,10,NO,,,,,,6,MN,#REF!,
M,170,10,NO,,,,,,6,MN,#REF!,
M,139,11,,,,,,,6,MN,#REF!,
M,140,11,,,,,,,6,MN,#REF!,
M,144,11,NO,,,,,,6,MN,#REF!,
T,323,11,NO,,,Christopher St - Sheridan Sq,1,,6,T,#REF!,
M,137,12,,,,,,,6,MN,#REF!,
M,143,12,,,,,,,6,MN,#REF!,
M,148,12,NO,,,,,,6,MN,#REF!,
M,150,12,NO,,,,,,6,MN,#REF!,
M,172,13,NO,,,,,,6,MN,#REF!,
M,173,13,NO,,,,,,6,MN,#REF!,
M,174,13,NO,,,,,,6,MN,#REF!,East River Park
M,175,13,,,,,,,6,MN,#REF!,
T,116,14,NO,,,6 Av,L,,6,T,#REF!,
M,171,14,NO,,,,,,6,MN,#REF!,
T,322,14,NO,,,14 St,1-2-3,,6,T,#REF!,
M,55,12,NO,,,,,,7,MN,#REF!,
M,56,12,YES,,,,,,7,MN,#REF!,
M,58,12,NO,,,,,,7,MN,#REF!,
M,69,13,NO,,,,,,7,MN,#REF!,
M,86,13,NO,,,,,,7,MN,#REF!,
M,121,13,YES,,,,PSA,,7,MN,#REF!,
M,124,14,NO,,,,,,7,MN,#REF!,
M,938,14,NO,,1,,,,7,MN,#REF!,East River Park
M,64,15,NO,,,,,,7,MN,#REF!,
M,65,16,NO,,,,,,7,MN,#REF!,
M,89,16,NO,,,,,,7,MN,#REF!,
M,93,16,NO,,,,,,7,MN,#REF!,
T,102,16,,,,Essex St,J-M-Z,,7,T,#REF!,
M,110,7,NO,,,,,,9,MN,#REF!,
M,125,1,NO,,,,PSA,,9,MN,#REF!,
M,160,1,NO,,,,,,9,MN,#REF!,
M,161,1,NO,,,,,,9,MN,#REF!,
M,935,1,,,0,,,,9,MN,#REF!,
M,118,2,NO,,,,,,9,MN,#REF!,
M,127,2,NO,,,,,,9,MN,#REF!,
M,159,2,NO,,,,,,9,MN,#REF!,
M,167,2,YES,,,,,,9,MN,#REF!,
M,116,3,NO,,,,,,9,MN,#REF!,
M,117,3,NO,,,,,,9,MN,#REF!,
M,128,3,NO,,,,,,9,MN,#REF!,
M,129,3,NO,,,,,,9,MN,#REF!,
M,158,4,NO,,,,,,9,MN,#REF!,
M,162,4,NO,,,,,,9,MN,#REF!,
M,163,4,NO,,,,,,9,MN,#REF!,
M,164,4,NO,,,,,,9,MN,#REF!,
M,111,5,NO,,,,,,9,MN,#REF!,
M,113,5,NO,,,,,,9,MN,#REF!,
M,130,5,NO,,,,,,9,MN,#REF!,
M,131,5,NO,,,,,,9,MN,#REF!,
M,156,6,NO,,,,,,9,MN,#REF!,
M,157,6,NO,,,,,,9,MN,#REF!,
M,169,6,NO,,,,,,9,MN,#REF!,
T,407,6,,,,Astor Pl,6,,9,T,#REF!,
M,109,7,NO,,,,,,9,MN,#REF!,
T,230,7,NO,,,Broadway - Lafayette St,B-D-F-M,,9,T,#REF!,
T,408,7,,,,Bleecker St,6,,9,T,#REF!,
T,16,8,NO,,,8 St - NYU,N-R,,9,T,#REF!,
M,154,8,NO,,,,,,9,MN,#REF!,
M,155,8,YES,,,,,,9,MN,#REF!,
M,180,14,,,,,,,10,MN,#REF!,
T,166,15,NO,,,14 St,A-C-E,,10,T,#REF!,
M,178,15,,,,,,,10,MN,#REF!,
M,213,15,,,,,,,10,MN,#REF!,
T,165,16,NO,,,23 St,C-E,,10,T,#REF!,
M,225,16,NO,,,,,,10,MN,#REF!,
M,226,16,NO,,,,,,10,MN,#REF!,
M,234,16,NO,,,,,,10,MN,#REF!,
M,214,17,NO,,,,,,10,MN,#REF!,
M,220,17,NO,,,,,,10,MN,#REF!,
M,237,17,NO,,,,,,10,MN,#REF!,
M,238,17,NO,,,,,,10,MN,#REF!,
M,224,18,NO,,,,,,10,MN,#REF!,
M,239,18,NO,,,,,,10,MN,#REF!,
M,244,18,NO,,,,,,10,MN,#REF!,
M,246,19,NO,,,,,,10,MN,#REF!,
M,285,19,NO,,,,,,10,MN,#REF!,
M,286,19,NO,,,,,,10,MN,#REF!,
M,313,19,NO,,,,,,10,MN,#REF!,
M,315,20,NO,,,,,,10,MN,#REF!,
M,347,20,NO,,,,,,10,MN,#REF!,
M,348,20,NO,,,,,,10,MN,#REF!,
T,115,EOL,NO,,,8 Av,L,1,10,T,#REF!,
M,210,11,NO,,,,,,13,MN,PS116,
M,265,11,NO,,,,,,13,MN,PS116,
M,206,12,NO,,,,,,13,MN,PS116,
M,209,12,NO,,,,,,13,MN,PS116,
M,259,12,NO,,,,,,13,MN,PS116,
M,199,13,NO,,,,,,13,MN,PS116,
M,200,13,NO,,,,,,13,MN,PS116,
M,201,13,NO,,,,,,13,MN,PS116,
M,205,13,NO,,,,,,13,MN,PS116,
M,197,14,NO,,,,,,13,MN,PS116,
M,207,14,NO,,,,,,13,MN,PS116,
M,208,14,NO,,,,,,13,MN,PS116,
M,192,15,NO,,,,,,13,MN,PS116,
M,193,15,NO,,,,,,13,MN,PS116,
M,194,15,NO,,,,,,13,MN,PS116,
T,15,16,,,,14 St - Union Sq,N-Q-R,,13,T,PS116,
M,190,16,NO,,,,,,13,MN,PS116,
T,406,16,,,,14 St - Union Sq,4-5-6,,13,T,PS116,
M,230,17,NO,,,,,,13,MN,PS116,
M,231,17,NO,,,,,,13,MN,PS116,
M,233,17,NO,,,,,,13,MN,PS116,
M,235,17,NO,,,,,,13,MN,PS116,
T,319,17,,,,28 St,1,,13,T,PS116,
M,186,18,NO,,,,,,13,MN,PS116,
M,218,18,NO,,,,,,13,MN,PS116,
M,228,18,NO,,,,,,13,MN,PS116,
T,228,18,,,,23 St,F-M,,13,T,PS116,
M,179,19,NO,,, ,,,13,MN,PS116,
M,184,19,NO,,,,,,13,MN,PS116,
M,187,19,NO,,,,,,13,MN,PS116,
T,229,19,,,,14 St,F-M,,13,T,PS116,
M,227,20,NO,,,,,,13,MN,PS116,
M,229,20,YES,,,,,,13,MN,PS116,
M,232,20,NO,,,,,,13,MN,PS116,
M,183,21,NO,,,,,,13,MN,PS116,
M,188,21,NO,,,,,,13,MN,PS116,
M,189,21,NO,,,,,,13,MN,PS116,
M,196,21,NO,,,,,,13,MN,PS116,
M,288,1,NO,,,,,,14,MN,PS116,
M,290,1,NO,,,,,,14,MN,PS116,
M,312,1,NO,,,,,,14,MN,PS116,
M,314,1,YES,,,,PAPD,,14,MN,PS116,
M,248,2,NO,,,,,,14,MN,PS116,
M,280,2,NO,,,,,,14,MN,PS116,
M,287,2,NO,,,,,,14,MN,PS116,
M,279,3,NO,,,,,,14,MN,PS116,
M,281,3,NO,,,,,,14,MN,PS116,
M,289,3,NO,,,,,,14,MN,PS116,
M,249,4,NO,,,,,,14,MN,PS116,
M,251,4,NO,,,,,,14,MN,PS116,
M,252,4,NO,,,,,,14,MN,PS116,
M,253,4,NO,,,,,,14,MN,PS116,
T,163,4,,,,42 St - Port Authority Bus Terminal,A-C-E,,14,T,Times Square Hotel,
M,316,4,NO,,,,,,14,MN,Times Square Hotel,
M,275,5,NO,,,,,,14,MN,PS116,
M,276,5,NO,,,,,,14,MN,PS116,
M,278,5,NO,,,,,,14,MN,PS116,
M,319,5,NO,,,,,,14,MN,Times Square Hotel,
T,226,6,,,,42 St,B-D-F-M,,14,T,PS116,
M,274,6,NO,,,,,,14,MN,PS116,
M,291,6,NO,,,,,,14,MN,PS116,
M,292,6,NO,,,,,,14,MN,PS116,
M,293,6,NO,,,,,,14,MN,PS116,
M,254,7,NO,,,,,,14,MN,PS116,
M,271,7,NO,,,,,,14,MN,PS116,
M,277,7,NO,,,,,,14,MN,PS116,
M,320,7,NO,,,,,,14,MN,Times Square Hotel,
M,294,8,NO,,,,,,14,MN,PS116,
M,302,8,NO,,,,,,14,MN,PS116,
T,11,8,,,,Times Sq,N-Q-R,,14,T,Times Square Hotel,
T,317,8,,,,Times Sq - 42 St,1-2-3,,14,T,Times Square Hotel,
T,467,8,,,,Times Sq,7,,14,T,Times Square Hotel,
T,468,8,,,,Times Sq,S,,14,T,Times Square Hotel,
M,257,9,NO,,,,,,14,MN,PS116,
M,258,9,NO,,,,,,14,MN,PS116,
T,403,9,,,,33 St,6,,14,T,PS116,
M,305,11,YES,,,,,,14,MN,Times Square Hotel,
M,308,11,NO,,,,,,14,MN,Times Square Hotel,
M,309,11,NO,,,,,,14,MN,Times Square Hotel,
M,310,11,NO,,,,,,14,MN,Times Square Hotel,
T,402,12,,,,Grand Central - 42 St,4-5-6,,14,T,Times Square Hotel,
T,469,12,,,,Grand Central,S,,14,T,Times Square Hotel,
T,12,22,,,,34 St - Herald Sq,N-Q-R,,14,T,PS116,
T,227,22,,,,34 St - Herald Sq,B-D-F,,14,T,PS116,
T,164,23,,,,34 St - Penn Station,A-C-E,,14,T,PS116,
T,318,23,,,,34 St - Penn Station,1-2-3,,14,T,PS116,
M,250,24,YES,,,,,,14,MN,PS116,
M,272,7,NO,,,,,,17,MN,PS116,
M,273,8,NO,,,,,,17,MN,PS116,
M,295,8,NO,,,,,,17,MN,PS116,
M,269,9,NO,,,,,,17,MN,PS116,
M,263,10,NO,,,,,,17,MN,PS116,
M,264,10,NO,,,,,,17,MN,PS116,
M,266,10,NO,,,,,,17,MN,PS116,
M,267,10,NO,,,,,,17,MN,PS116,
M,262,11,NO,,,,,,17,MN,PS116,
M,260,12,NO,,,,,,17,MN,PS116,
M,301,12,YES,,,,MTA,,17,MN,Times Square Hotel,
M,306,12,NO,,,,,,17,MN,Times Square Hotel,
T,465,12,,,,Grand Central,7,,17,T,Times Square Hotel,
M,330,13,NO,,,,,,17,MN,Times Square Hotel,
M,398,13,NO,,,,,,17,MN,Times Square Hotel,
M,401,13,NO,,,,,,17,MN,Times Square Hotel,
M,402,13,NO,,,,,,17,MN,Times Square Hotel,
M,299,15,NO,,,,,,17,MN,Times Square Hotel,
M,300,15,NO,,, ,,,17,MN,Times Square Hotel,
M,303,15,NO,,,,,,17,MN,Times Square Hotel,
M,304,15,NO,,,,,,17,MN,Times Square Hotel,
M,324,16,NO,,,,,,17,MN,Times Square Hotel,
M,325,16,NO,,,,,,17,MN,Times Square Hotel,
M,326,16,NO,,,,,,17,MN,Times Square Hotel,
M,328,16,NO,,,,,,17,MN,Times Square Hotel,
M,349,1,NO,,,,,,18,MN,#REF!,
M,353,1,NO,,,,,,18,MN,#REF!,
M,354,1,NO,,,,,,18,MN,#REF!,
M,360,1,NO,,,,,,18,MN,#REF!,
T,161,2,,,,59 St - Columbus Circle,A-B-C-D,,18,T,#REF!,
T,315,2,,,,59 St - Columbus Circle,1,,18,T,#REF!,
M,366,2,NO,,,,,,18,MN,#REF!,
M,368,2,NO,,,,,,18,MN,#REF!,
M,385,2,NO,,,,,,18,MN,#REF!,
M,358,3,NO,,,,,,18,MN,#REF!,
M,359,3,NO,,,,,,18,MN,#REF!,
M,364,3,NO,,,,,,18,MN,#REF!,
M,346,4,NO,,,,,,18,MN,#REF!,
M,352,4,NO,,,,,,18,MN,#REF!,
M,342,5,NO,,,,,,18,MN,#REF!,
M,343,5,NO,,,,,,18,MN,#REF!,
M,344,5,NO,,,,,,18,MN,#REF!,
T,9,6,,,,57 St,N-Q-R,,18,T,#REF!,
M,372,6,NO,,,,,,18,MN,#REF!,
M,373,6,NO,,,,,,18,MN,#REF!,
M,374,6,NO,,,,,,18,MN,#REF!,
M,375,6,NO,,,,,,18,MN,#REF!,
T,225,7,,,,47-50 St - Rockefeller Ctr,B-D-F-M,,18,T,#REF!,
M,321,7,NO,,,,,,18,MN,#REF!,
M,334,7,NO,,,,,,18,MN,#REF!,
T,224,9,,,,57 St,F,,18,T,#REF!,
M,338,9,NO,,,,,,18,MN,#REF!,
M,339,9,NO,,,,,,18,MN,#REF!,
M,376,9,NO,,,,,,18,MN,#REF!,
M,378,9,NO,,,,,,18,MN,#REF!,
T,276,10,,,,5 Av / 53 St,E-M,,18,T,#REF!,
M,322,10,NO,,,,,,18,MN,#REF!,
M,331,10,NO,,,,,,18,MN,#REF!,
M,335,10,NO,,,,,,18,MN,#REF!,
M,337,10,NO,,,,,,18,MN,#REF!,
M,323,14,NO,,,,,,18,MN,#REF!,
M,332,14,NO,,,,,,18,MN,#REF!,
M,336,14,NO,,,,,,18,MN,#REF!,
M,380,14,NO,,,,,,18,MN,#REF!,
M,404,4,NO,,,,,,19,MN,#REF!,
M,406,4,YES,,,,,,19,MN,#REF!,
M,407,4,YES,,,,,,19,MN,#REF!,
M,410,4,NO,,,,,,19,MN,#REF!,
M,392,5,NO,,,,,,19,MN,#REF!,
M,394,5,NO,,,,,,19,MN,#REF!,
M,416,5,NO,,,,,,19,MN,#REF!,
T,7,6,NO,,,Lexington Av / 59 St,N-Q-R,,19,T,#REF!,
T,223,6,NO,,,Lexington Av / 63 St,F,,19,T,#REF!,
T,400,6,NO,,,59 St,4-5-6,,19,T,#REF!,
M,414,6,NO,,,,,,19,MN,#REF!,
T,399,7,NO,,,68 St - Hunter College,6,,19,T,#REF!,
M,417,7,YES,,,,,,19,MN,#REF!,
M,419,7,NO,,,,,,19,MN,#REF!,
M,421,7,NO,,,,,,19,MN,#REF!,
M,418,8,NO,,,,,,19,MN,#REF!,
M,420,8,NO,,,,,,19,MN,#REF!,
M,435,8,NO,,,,,,19,MN,#REF!,
M,436,8,NO,,,,,,19,MN,#REF!,
M,437,9,NO,,,,,,19,MN,#REF!,
M,438,9,NO,,,,,,19,MN,#REF!,
M,439,9,NO,,,,,,19,MN,#REF!,
M,440,9,NO,,,,,,19,MN,#REF!,
M,412,10,NO,,,,,,19,MN,#REF!,
M,424,10,NO,,,,,,19,MN,#REF!,
M,426,10,NO,,,,,,19,MN,#REF!,
M,427,10,NO,,,,,,19,MN,#REF!,
M,432,11,NO,,,,,,19,MN,#REF!,
M,443,11,YES,,,,,,19,MN,#REF!,
M,449,11,NO,,,,,,19,MN,#REF!,
M,460,11,YES,,,,,,19,MN,#REF!,
M,465,11,YES,,,,,,19,MN,#REF!,
M,430,12,NO,,,,,,19,MN,#REF!,
M,442,12,NO,,,,,,19,MN,#REF!,
M,444,12,NO,,,,,,19,MN,#REF!,
M,448,12,NO,,,,,,19,MN,#REF!,
M,453,13,NO,,,,,,19,MN,#REF!,
M,456,13,YES,,,,,,19,MN,#REF!,
M,457,13,YES,,,,,,19,MN,#REF!,
M,459,13,NO,,,,,,19,MN,#REF!,
M,494,14,NO,,,,,,19,MN,#REF!,
M,495,14,NO,,,,,,19,MN,#REF!,
M,497,14,NO,,,,,,19,MN,#REF!,
M,485,15,NO,,,,,,19,MN,#REF!,
M,486,15,NO,,,,,,19,MN,#REF!,
M,487,15,YES,,,,,,19,MN,#REF!,
M,489,15,NO,,,,,,19,MN,#REF!,
M,488,16,NO,,,,,,19,MN,#REF!,
M,490,16,NO,,,,,,19,MN,#REF!,
M,498,16,NO,,,,,,19,MN,#REF!,
M,500,16,NO,,,,,,19,MN,#REF!,
M,499,17,NO,,,,,,19,MN,#REF!,
M,503,17,NO,,,,,,19,MN,#REF!,
M,505,17,NO,,,,,,19,MN,#REF!,
M,560,17,NO,,,,,,19,MN,#REF!,
T,314,1,NO,,,66 St - Lincoln Center,1,,20,T,#REF!,
M,383,1,NO,,,,,,20,MN,#REF!,
M,384,1,NO,,,,,,20,MN,#REF!,
M,386,1,NO,,,,,,20,MN,#REF!,
M,390,1,NO,,,,,,20,MN,#REF!,
M,388,2,YES,,,,,,20,MN,#REF!,
M,389,2,NO,,,,,,20,MN,#REF!,
M,468,2,NO,,,,,,20,MN,#REF!,
M,391,3,NO,,,,,,20,MN,#REF!,
M,469,3,NO,,,,,,20,MN,#REF!,
M,470,3,NO,,,,,,20,MN,#REF!,
M,471,3,NO,,,,,,20,MN,#REF!,
M,472,4,YES,,,,,,20,MN,#REF!,
M,475,4,NO,,,,,,20,MN,#REF!,
M,478,4,NO,,,,,,20,MN,#REF!,
M,479,4,YES,,,,,,20,MN,#REF!,
M,481,5,NO,,,,,,20,MN,#REF!,
M,482,5,NO,,,,,,20,MN,#REF!,
M,483,5,NO,,,,,,20,MN,#REF!,
M,509,6,NO,,,,,,20,MN,#REF!,
M,511,6,NO,,,,,,20,MN,#REF!,
M,512,6,NO,,,,,,20,MN,#REF!,
M,919,HTR,NO,1,,,,,20,MN,#REF!,
M,878,1,YES,,1,,,,22,MN,#REF!,Central Park
M,881,1,YES,,1,,,,22,MN,#REF!,Central Park
M,889,1,YES,,1,,,,22,MN,#REF!,Central Park
M,894,2,YES,,1,,,,22,MN,#REF!,Central Park
M,900,2,YES,,1,,,,22,MN,#REF!,Central Park
M,905,2,YES,,1,,,,22,MN,#REF!,Central Park
